date,pm10_avg,pm25_avg,aqi,aqi_category,temp_max,temp_min,temp_mean,wind_speed_max,wind_speed_mean,humidity_mean,precipitation,air_pollution_Delhi,N95_mask,air_purifier,breathing_problem,AQI_Delhi,year,month,season
2016-01-29,272.375,356.0,443,Severe,25.5,13.75,19.37,8.4,5.72,72.75,0.5,5,0,4,0,0,2016,1,Winter
2016-01-30,272.375,203.0,364,Very Poor,22.15,12.85,17.37,14.01,10.71,77.33,0.0,5,0,4,0,0,2016,1,Winter
2016-01-31,272.375,124.0,304,Very Poor,22.1,9.7,15.16,12.5,10.02,64.97,0.0,5,0,6,56,0,2016,1,Winter
2016-02-01,257.6666666666667,136.0,313,Very Poor,20.95,7.45,14.2,15.35,9.65,58.05,0.0,5,0,6,56,0,2016,2,Winter
2016-02-02,257.6666666666667,148.0,322,Very Poor,21.55,8.35,14.47,20.62,12.37,53.28,0.0,5,0,6,56,0,2016,2,Winter
2016-02-03,257.6666666666667,137.0,314,Very Poor,22.35,8.3,14.85,13.83,10.97,51.71,0.0,5,0,6,56,0,2016,2,Winter
2016-02-04,489.3333333333333,207.2,367,Very Poor,22.85,6.9,14.75,10.8,8.59,57.53,0.0,5,0,6,56,0,2016,2,Winter
2016-02-05,406.6666666666667,201.4,363,Very Poor,23.1,7.1,15.8,12.24,7.85,59.48,0.0,5,0,6,56,0,2016,2,Winter
2016-02-06,256.0,160.25,332,Very Poor,19.6,12.1,15.39,13.71,8.96,73.85,4.0,5,0,6,56,0,2016,2,Winter
2016-02-07,274.3333333333333,131.64,310,Very Poor,21.75,8.6,15.0,11.02,7.53,73.57,0.0,5,0,5,73,0,2016,2,Winter
2016-02-08,307.3333333333333,196.2,359,Very Poor,22.9,9.55,15.95,10.09,8.25,69.48,0.0,5,0,5,73,0,2016,2,Winter
2016-02-09,370.6666666666667,218.8,376,Very Poor,23.4,9.15,16.31,9.69,6.08,66.65,0.0,5,0,5,73,0,2016,2,Winter
2016-02-10,296.3333333333333,122.2,303,Very Poor,24.75,12.25,17.58,16.1,9.78,55.78,0.0,5,0,5,73,0,2016,2,Winter
2016-02-11,362.3333333333333,154.4,327,Very Poor,24.25,9.4,16.62,11.18,5.43,64.54,0.0,5,0,5,73,0,2016,2,Winter
2016-02-12,283.0,110.68,269,Poor,22.05,11.85,16.14,15.14,10.03,61.5,0.7,5,0,5,73,0,2016,2,Winter
2016-02-13,213.5,107.725,259,Poor,23.6,9.35,15.9,11.09,9.36,65.29,0.0,5,0,5,73,0,2016,2,Winter
2016-02-14,259.0,120.2,301,Very Poor,22.35,9.45,15.74,9.29,7.69,59.59,0.0,0,0,4,0,0,2016,2,Winter
2016-02-15,288.0,106.66,256,Poor,23.3,8.9,15.86,9.69,7.22,54.79,0.0,0,0,4,0,0,2016,2,Winter
2016-02-16,256.3333333333333,127.8,307,Very Poor,25.6,11.05,18.01,11.79,7.76,53.77,0.2,0,0,4,0,0,2016,2,Winter
2016-02-17,257.6666666666667,165.2,335,Very Poor,27.05,14.75,20.47,11.54,7.87,61.14,1.4,0,0,4,0,0,2016,2,Winter
2016-02-18,367.6666666666667,197.4,360,Very Poor,28.8,17.0,22.71,8.44,5.74,65.85,0.0,0,0,4,0,0,2016,2,Winter
2016-02-19,255.66666666666663,136.6,314,Very Poor,25.9,18.1,21.85,12.29,7.01,74.74,14.4,0,0,4,0,0,2016,2,Winter
2016-02-20,113.25,56.06,94,Satisfactory,25.4,14.6,19.27,19.67,14.7,65.22,0.0,0,0,4,0,0,2016,2,Winter
2016-02-21,151.66666666666666,81.38,172,Moderate,26.15,13.0,18.84,22.77,15.91,52.25,0.0,4,0,6,48,0,2016,2,Winter
2016-02-22,191.0,69.3,132,Moderate,26.95,12.4,19.11,15.79,9.96,54.17,0.0,4,0,6,48,0,2016,2,Winter
2016-02-23,374.5,152.5,326,Very Poor,26.7,11.35,18.61,9.03,6.11,57.78,0.0,4,0,6,48,0,2016,2,Winter
2016-02-24,258.5,109.06,264,Poor,27.35,11.45,19.56,10.3,8.35,58.99,0.0,4,0,6,48,0,2016,2,Winter
2016-02-25,285.0,127.75,307,Very Poor,27.45,13.7,20.7,10.3,6.46,58.8,0.0,4,0,6,48,0,2016,2,Winter
2016-02-26,293.0,126.95,306,Very Poor,27.3,12.15,20.63,9.83,5.47,60.24,0.0,4,0,6,48,0,2016,2,Winter
2016-02-27,485.5,225.0,381,Very Poor,28.0,14.9,21.5,9.2,5.98,61.18,0.0,4,0,6,48,0,2016,2,Winter
2016-02-28,364.0,156.0,328,Very Poor,28.05,15.05,21.87,9.83,6.85,62.32,0.0,3,0,5,0,0,2016,2,Winter
2016-02-29,406.0,213.0,372,Very Poor,28.65,16.1,22.54,9.96,4.64,61.93,0.0,3,0,5,0,0,2016,2,Winter
2016-03-01,328.5,181.0,347,Very Poor,30.5,15.65,23.32,9.51,5.44,62.35,0.0,3,0,5,0,0,2016,3,Spring
2016-03-02,299.0,139.8,316,Very Poor,31.45,15.95,23.5,9.42,6.65,59.74,0.2,3,0,5,0,0,2016,3,Spring
2016-03-03,221.0,109.925,267,Poor,31.9,16.2,23.78,10.59,8.09,50.99,0.0,3,0,5,0,0,2016,3,Spring
2016-03-04,152.5,51.825,87,Satisfactory,29.85,17.05,22.44,18.49,12.15,59.49,12.2,3,0,5,0,0,2016,3,Spring
2016-03-05,110.0,41.53333333333333,70,Satisfactory,25.9,16.0,20.21,17.07,9.86,75.12,2.6,3,0,5,0,0,2016,3,Spring
2016-03-06,189.33333333333337,89.22,197,Moderate,27.75,15.05,21.35,11.44,6.56,68.75,0.0,0,0,3,0,0,2016,3,Spring
2016-03-07,171.0,67.82000000000001,127,Moderate,27.65,16.35,21.72,11.18,8.91,66.33,0.0,0,0,3,0,0,2016,3,Spring
2016-03-08,239.66666666666663,115.04,284,Poor,28.0,14.9,21.49,13.09,8.93,62.5,0.0,0,0,3,0,0,2016,3,Spring
2016-03-09,288.0,138.2,315,Very Poor,29.75,15.15,22.54,13.53,8.5,61.9,0.0,0,0,3,0,0,2016,3,Spring
2016-03-10,240.66666666666663,126.42,306,Very Poor,30.9,18.0,23.32,13.49,9.26,64.76,2.2,0,0,3,0,0,2016,3,Spring
2016-03-11,128.06666666666666,47.38,79,Satisfactory,28.45,17.55,21.25,16.68,10.67,76.54,22.2,0,0,3,0,0,2016,3,Spring
2016-03-12,77.19999999999999,29.3,49,Good,27.25,16.35,21.19,20.66,11.88,70.81,0.0,0,0,3,0,0,2016,3,Spring
2016-03-13,73.43333333333334,42.88,72,Satisfactory,25.1,16.25,20.66,10.59,7.42,76.55,0.9,0,0,4,0,0,2016,3,Spring
2016-03-14,199.33333333333337,143.32,319,Very Poor,27.35,14.45,20.8,12.77,7.33,65.56,0.0,0,0,4,0,0,2016,3,Spring
2016-03-15,197.0,69.24,131,Moderate,27.65,14.05,20.76,16.9,11.44,55.89,0.0,0,0,4,0,0,2016,3,Spring
2016-03-16,192.0,89.92,200,Moderate,29.8,16.35,22.79,15.48,9.62,56.23,0.1,0,0,4,0,0,2016,3,Spring
2016-03-17,151.5,68.42500000000001,129,Moderate,29.35,18.65,23.81,16.08,9.94,58.71,0.0,0,0,4,0,0,2016,3,Spring
2016-03-18,175.0,94.3,215,Poor,30.7,17.75,23.96,10.23,6.28,59.93,0.5,0,0,4,0,0,2016,3,Spring
2016-03-19,219.0,95.7,220,Poor,31.4,18.1,24.73,13.76,7.24,55.55,0.0,0,0,4,0,0,2016,3,Spring
2016-03-20,164.0,40.36,68,Satisfactory,30.55,17.5,23.9,24.22,15.16,44.94,0.0,0,0,4,0,0,2016,3,Spring
2016-03-21,236.0,33.66,57,Satisfactory,29.8,16.2,22.46,26.67,19.84,36.14,0.0,0,0,4,0,0,2016,3,Spring
2016-03-22,190.0,62.48,109,Moderate,31.95,16.25,23.54,17.71,13.66,39.13,0.0,0,0,4,0,0,2016,3,Spring
2016-03-23,328.0,150.66666666666666,324,Very Poor,33.4,16.3,24.97,10.85,6.61,46.6,0.0,0,0,4,0,0,2016,3,Spring
2016-03-24,265.6666666666667,112.61666666666667,276,Poor,34.7,17.15,26.48,10.45,7.92,49.86,0.0,0,0,4,0,0,2016,3,Spring
2016-03-25,169.33333333333334,49.75,83,Satisfactory,32.35,18.75,25.2,19.08,13.04,53.42,0.0,0,0,4,0,0,2016,3,Spring
2016-03-26,113.0,47.08,79,Satisfactory,31.7,18.4,24.68,15.19,11.06,45.31,0.0,0,0,4,0,0,2016,3,Spring
2016-03-27,203.0,146.2,321,Very Poor,31.75,16.6,24.45,15.88,9.54,41.4,0.0,0,0,4,0,0,2016,3,Spring
2016-03-28,126.5,73.6,146,Moderate,32.05,18.1,25.24,13.61,9.92,41.76,0.0,0,0,4,0,0,2016,3,Spring
2016-03-29,263.0,138.1,315,Very Poor,34.4,17.95,26.48,11.17,6.06,45.23,0.0,0,0,4,0,0,2016,3,Spring
2016-03-30,164.5,61.2,105,Moderate,36.3,19.25,28.0,10.83,6.9,40.25,0.0,0,0,4,0,0,2016,3,Spring
2016-03-31,234.125,67.4,125,Moderate,36.55,21.9,29.22,13.91,10.88,39.27,0.0,0,0,4,0,0,2016,3,Spring
2016-04-01,303.75,51.2,86,Satisfactory,37.65,21.4,29.95,11.59,7.43,41.07,0.0,0,0,4,0,0,2016,4,Spring
2016-04-02,373.375,120.0,300,Poor,38.55,24.35,31.22,10.18,6.72,44.16,1.8,0,0,4,0,0,2016,4,Spring
2016-04-03,443.0,134.12,312,Very Poor,37.15,23.35,30.09,15.46,8.84,34.13,0.0,0,0,3,49,0,2016,4,Spring
2016-04-04,426.0,54.7,91,Satisfactory,35.95,21.55,28.97,17.21,11.7,36.64,0.0,0,0,3,49,0,2016,4,Spring
2016-04-05,409.0,49.75,83,Satisfactory,35.15,22.5,28.41,10.85,7.63,29.9,0.0,0,0,3,49,0,2016,4,Spring
2016-04-06,392.0,108.96666666666664,264,Poor,34.85,19.85,27.12,17.64,11.12,36.9,0.0,0,0,3,49,0,2016,4,Spring
2016-04-07,252.0,60.075,101,Moderate,34.85,17.85,27.11,9.69,6.25,37.79,0.0,0,0,3,49,0,2016,4,Spring
2016-04-08,202.5,111.32,271,Poor,36.3,20.2,28.92,14.26,8.24,26.63,0.0,0,0,3,49,0,2016,4,Spring
2016-04-09,133.0,77.95,160,Moderate,36.3,24.0,29.51,11.53,8.69,29.19,0.0,0,0,3,49,0,2016,4,Spring
2016-04-10,208.0,47.88333333333333,80,Satisfactory,34.95,21.2,28.34,20.38,15.56,33.45,0.0,0,0,3,0,0,2016,4,Spring
2016-04-11,172.0,46.53333333333333,78,Satisfactory,34.5,21.2,27.97,22.73,17.46,33.39,0.0,0,0,3,0,0,2016,4,Spring
2016-04-12,258.6666666666667,71.35000000000001,138,Moderate,36.75,22.75,29.73,26.21,16.95,29.8,0.0,0,0,3,0,0,2016,4,Spring
2016-04-13,241.0,84.10000000000001,181,Moderate,38.55,22.7,30.96,20.12,12.04,29.39,0.0,0,0,3,0,0,2016,4,Spring
2016-04-14,322.6666666666667,131.78,310,Very Poor,39.8,22.4,31.85,18.86,9.61,31.27,0.0,0,0,3,0,0,2016,4,Spring
2016-04-15,315.11111111111114,87.3,191,Moderate,41.0,24.5,32.71,14.81,10.08,30.2,0.0,0,0,3,0,0,2016,4,Spring
2016-04-16,307.55555555555554,57.95,97,Satisfactory,39.7,26.55,33.12,14.08,7.79,25.99,0.0,0,0,3,0,0,2016,4,Spring
2016-04-17,300.0,91.76,207,Poor,38.5,26.35,32.5,10.0,7.25,31.71,0.0,4,0,3,72,0,2016,4,Spring
2016-04-18,353.6666666666667,117.66666666666669,292,Poor,37.8,25.75,31.4,12.26,6.11,37.1,0.1,4,0,3,72,0,2016,4,Spring
2016-04-19,343.0,113.05,277,Poor,38.8,23.75,31.57,19.88,12.28,25.65,0.0,4,0,3,72,0,2016,4,Spring
2016-04-20,302.0,85.41666666666667,185,Moderate,38.95,24.9,31.86,24.46,16.08,22.93,0.0,4,0,3,72,0,2016,4,Spring
2016-04-21,234.0,101.12,238,Poor,38.65,24.35,31.81,11.66,7.47,24.78,0.0,4,0,3,72,0,2016,4,Spring
2016-04-22,144.5,76.26,155,Moderate,36.7,22.6,29.59,17.21,11.73,24.47,0.0,4,0,3,72,0,2016,4,Spring
2016-04-23,207.33333333333337,98.88333333333333,230,Poor,37.15,19.25,28.85,17.88,10.21,21.11,0.0,4,0,3,72,0,2016,4,Spring
2016-04-24,304.3333333333333,125.03333333333336,305,Very Poor,38.15,21.0,29.98,13.1,9.34,18.68,0.0,5,0,4,0,0,2016,4,Spring
2016-04-25,396.0,139.25,316,Very Poor,38.55,21.5,30.64,10.7,6.95,22.81,0.2,5,0,4,0,0,2016,4,Spring
2016-04-26,539.3333333333334,175.21666666666667,343,Very Poor,39.7,22.05,31.0,16.87,8.39,22.44,0.0,5,0,4,0,0,2016,4,Spring
2016-04-27,559.6666666666666,203.36666666666667,364,Very Poor,39.65,22.15,31.45,17.06,10.46,18.83,0.0,5,0,4,0,0,2016,4,Spring
2016-04-28,390.0,210.83333333333337,370,Very Poor,39.4,22.35,31.28,18.58,9.79,18.97,0.0,5,0,4,0,0,2016,4,Spring
2016-04-29,380.93333333333334,235.5,389,Very Poor,39.95,21.05,31.23,12.54,8.29,21.01,0.0,5,0,4,0,0,2016,4,Spring
2016-04-30,371.8666666666667,154.5,327,Very Poor,41.25,23.35,32.78,18.29,10.73,20.18,0.0,5,0,4,0,0,2016,4,Spring
2016-05-01,362.8,126.2,306,Very Poor,42.5,24.9,34.41,12.24,7.15,19.22,0.4,4,0,4,0,0,2016,5,Spring
2016-05-02,353.73333333333335,123.45,304,Very Poor,38.0,27.55,32.16,16.39,10.31,31.97,1.6,4,0,4,0,0,2016,5,Spring
2016-05-03,344.6666666666667,103.31666666666666,245,Poor,38.95,24.85,30.88,20.57,12.92,47.99,1.0,4,0,4,0,0,2016,5,Spring
2016-05-04,221.0,70.78333333333333,137,Moderate,34.6,24.8,29.37,20.63,13.0,49.77,0.1,4,0,4,0,0,2016,5,Spring
2016-05-05,180.23333333333335,52.06666666666666,87,Satisfactory,34.15,23.65,29.18,9.42,5.51,54.12,0.0,4,0,4,0,0,2016,5,Spring
2016-05-06,243.33333333333337,75.73333333333333,153,Moderate,36.0,24.6,30.78,11.44,6.6,41.23,0.0,4,0,4,0,0,2016,5,Spring
2016-05-07,253.33333333333337,89.10000000000001,197,Moderate,37.2,25.45,30.86,14.56,10.29,45.21,0.0,4,0,4,0,0,2016,5,Spring
2016-05-08,205.33333333333337,77.78333333333333,160,Moderate,38.8,26.2,32.09,21.75,13.28,41.78,0.5,3,0,3,71,0,2016,5,Spring
2016-05-09,197.33333333333337,70.66666666666667,136,Moderate,38.0,26.65,32.17,23.44,13.13,45.64,1.0,3,0,3,71,0,2016,5,Spring
2016-05-10,139.4,52.75,88,Satisfactory,37.05,26.6,31.71,17.92,10.76,50.74,0.2,3,0,3,71,0,2016,5,Spring
2016-05-11,262.3333333333333,87.33333333333333,191,Moderate,39.0,25.45,32.55,14.69,6.68,48.66,0.0,3,0,3,71,0,2016,5,Spring
2016-05-12,313.0,85.53333333333335,185,Moderate,41.0,27.95,34.55,16.75,7.33,30.34,0.0,3,0,3,71,0,2016,5,Spring
2016-05-13,348.0,96.94,224,Poor,41.2,27.4,34.92,9.45,6.88,30.04,0.0,3,0,3,71,0,2016,5,Spring
2016-05-14,952.0,183.075,349,Very Poor,42.3,26.65,34.94,12.48,7.32,29.35,0.0,3,0,3,71,0,2016,5,Spring
2016-05-15,264.0,60.95,104,Moderate,42.75,26.6,35.25,17.57,10.04,24.89,0.0,5,0,3,57,0,2016,5,Spring
2016-05-16,265.0,116.96666666666664,290,Poor,42.7,26.35,35.16,18.95,10.59,21.72,0.0,5,0,3,57,0,2016,5,Spring
2016-05-17,312.0,149.95000000000002,324,Very Poor,43.1,25.65,35.34,13.53,6.87,22.83,0.0,5,0,3,57,0,2016,5,Spring
2016-05-18,255.0,81.68333333333334,173,Moderate,41.65,27.75,34.77,22.57,13.7,35.67,0.3,5,0,3,57,0,2016,5,Spring
2016-05-19,224.33333333333337,67.08333333333333,124,Moderate,40.2,29.4,34.66,24.63,14.55,42.72,0.3,5,0,3,57,0,2016,5,Spring
2016-05-20,312.6666666666667,67.39999999999999,125,Moderate,41.1,27.3,33.96,21.53,14.74,53.06,0.0,5,0,3,57,0,2016,5,Spring
2016-05-21,195.0,67.53999999999999,126,Moderate,42.15,28.25,34.63,19.32,10.3,47.35,1.8,5,0,3,57,0,2016,5,Spring
2016-05-22,174.5,76.42,155,Moderate,40.9,26.15,33.64,19.08,10.1,52.46,4.5,6,0,3,59,0,2016,5,Spring
2016-05-23,149.0,49.28,82,Satisfactory,38.05,26.5,31.68,17.71,10.65,59.0,1.8,6,0,3,59,0,2016,5,Spring
2016-05-24,291.0,91.88,207,Poor,39.4,25.2,31.66,17.46,7.91,52.98,0.6,6,0,3,59,0,2016,5,Spring
2016-05-25,453.0,101.38,239,Poor,39.8,25.4,32.96,13.8,6.69,49.47,0.0,6,0,3,59,0,2016,5,Spring
2016-05-26,530.5,188.14,353,Very Poor,40.95,28.5,34.85,20.14,12.0,36.78,2.0,6,0,3,59,0,2016,5,Spring
2016-05-27,389.0,113.02,277,Poor,40.45,28.9,33.95,22.1,13.4,37.39,2.3,6,0,3,59,0,2016,5,Spring
2016-05-28,268.75,16.34,27,Good,36.2,26.9,31.2,18.86,12.66,54.35,6.9,6,0,3,59,0,2016,5,Spring
2016-05-29,148.5,43.084,72,Satisfactory,33.05,24.05,28.81,16.38,10.46,68.1,3.4,8,0,3,47,0,2016,5,Spring
2016-05-30,372.3333333333333,66.21666666666667,122,Moderate,38.15,25.1,31.71,13.18,7.68,56.68,0.2,8,0,3,47,0,2016,5,Spring
2016-05-31,337.6666666666667,66.33333333333333,122,Moderate,40.25,27.0,33.83,14.84,8.21,48.28,0.0,8,0,3,47,0,2016,5,Spring
2016-06-01,368.3333333333333,73.75,146,Moderate,41.05,28.15,34.88,16.83,9.58,37.47,0.0,8,0,3,47,0,2016,6,Monsoon
2016-06-02,325.22222222222223,85.1,184,Moderate,41.8,26.5,34.23,15.82,7.17,42.05,0.5,8,0,3,47,0,2016,6,Monsoon
2016-06-03,282.1111111111111,76.4,155,Moderate,42.4,27.7,35.31,14.35,8.54,44.86,0.0,8,0,3,47,0,2016,6,Monsoon
2016-06-04,239.0,73.91666666666667,147,Moderate,40.85,29.05,34.38,21.53,13.14,55.04,3.3,8,0,3,47,0,2016,6,Monsoon
2016-06-05,261.3333333333333,79.58333333333333,166,Moderate,40.0,29.35,34.16,19.3,12.72,52.77,2.6,6,0,3,45,0,2016,6,Monsoon
2016-06-06,211.33333333333337,67.46666666666667,126,Moderate,39.65,29.25,34.15,17.99,12.44,52.36,1.1,6,0,3,45,0,2016,6,Monsoon
2016-06-07,178.0,61.51666666666667,106,Moderate,40.5,28.9,33.92,14.2,10.58,51.43,0.7,6,0,3,45,0,2016,6,Monsoon
2016-06-08,230.0,74.08333333333333,147,Moderate,40.25,28.75,34.37,15.41,11.19,50.64,0.2,6,0,3,45,0,2016,6,Monsoon
2016-06-09,289.0,78.68333333333334,163,Moderate,41.6,29.25,34.39,21.65,7.79,50.49,2.6,6,0,3,45,0,2016,6,Monsoon
2016-06-10,276.6666666666667,56.98333333333333,95,Satisfactory,39.4,28.9,34.25,16.58,10.06,50.41,0.1,6,0,3,45,0,2016,6,Monsoon
2016-06-11,356.3333333333333,65.91666666666667,121,Moderate,38.95,27.0,33.34,14.66,9.56,53.32,3.6,6,0,3,45,0,2016,6,Monsoon
2016-06-12,401.0,92.18333333333334,208,Poor,40.25,29.35,34.38,22.01,11.44,47.1,0.7,6,0,3,58,0,2016,6,Monsoon
2016-06-13,235.0,49.25,82,Satisfactory,37.55,26.9,32.27,16.22,10.11,60.94,1.8,6,0,3,58,0,2016,6,Monsoon
2016-06-14,373.0,96.11666666666667,221,Poor,36.7,28.55,31.7,15.19,6.61,65.38,1.5,6,0,3,58,0,2016,6,Monsoon
2016-06-15,133.83333333333334,47.56666666666666,80,Satisfactory,36.8,28.05,32.45,20.62,14.56,60.89,0.0,6,0,3,58,0,2016,6,Monsoon
2016-06-16,150.76666666666668,50.93333333333334,85,Satisfactory,37.5,27.1,32.58,17.08,11.21,62.08,0.2,6,0,3,58,0,2016,6,Monsoon
2016-06-17,164.66666666666666,55.46666666666667,93,Satisfactory,36.45,26.45,31.46,15.32,12.36,66.53,14.8,6,0,3,58,0,2016,6,Monsoon
2016-06-18,107.5,53.3,89,Satisfactory,36.3,28.9,32.33,15.46,12.49,63.79,0.3,6,0,3,58,0,2016,6,Monsoon
2016-06-19,84.83333333333333,47.9,80,Satisfactory,36.55,29.2,32.8,18.17,13.28,63.04,0.0,8,0,2,0,0,2016,6,Monsoon
2016-06-20,72.39999999999999,45.3,76,Satisfactory,36.2,27.75,30.86,15.94,13.11,71.74,1.8,8,0,2,0,0,2016,6,Monsoon
2016-06-21,138.23333333333332,39.8,67,Satisfactory,35.2,26.75,30.92,12.29,8.0,69.08,1.4,8,0,2,0,0,2016,6,Monsoon
2016-06-22,131.43333333333334,42.98,72,Satisfactory,37.7,27.8,32.82,10.48,6.51,62.78,0.0,8,0,2,0,0,2016,6,Monsoon
2016-06-23,473.3333333333333,87.32000000000001,191,Moderate,38.85,28.65,33.81,12.77,7.78,58.4,0.6,8,0,2,0,0,2016,6,Monsoon
2016-06-24,201.66666666666663,66.2,121,Moderate,38.9,29.95,34.22,17.25,12.6,58.82,0.0,8,0,2,0,0,2016,6,Monsoon
2016-06-25,129.33333333333334,51.5,86,Satisfactory,36.5,27.35,32.36,15.81,12.0,65.41,3.1,8,0,2,0,0,2016,6,Monsoon
2016-06-26,115.0,58.55,98,Satisfactory,37.05,27.05,32.07,14.58,9.52,66.99,3.3,8,0,3,51,0,2016,6,Monsoon
2016-06-27,135.5,45.3,76,Satisfactory,34.25,26.25,30.08,14.49,9.61,77.34,10.4,8,0,3,51,0,2016,6,Monsoon
2016-06-28,84.8,34.5,58,Satisfactory,36.15,27.15,32.06,13.4,9.19,69.59,10.5,8,0,3,51,0,2016,6,Monsoon
2016-06-29,121.3,37.22,63,Satisfactory,37.85,27.9,33.13,14.12,6.98,65.96,0.4,8,0,3,51,0,2016,6,Monsoon
2016-06-30,104.4,54.4,91,Satisfactory,36.0,27.25,31.77,16.42,10.8,73.36,23.3,8,0,3,51,0,2016,6,Monsoon
2016-07-01,129.65,34.25,58,Satisfactory,30.75,26.0,27.76,13.71,8.42,85.97,67.9,8,0,3,51,0,2016,7,Monsoon
2016-07-02,109.56666666666666,54.775,91,Satisfactory,30.25,25.45,26.92,13.14,7.77,90.55,15.1,8,0,3,51,0,2016,7,Monsoon
2016-07-03,87.26666666666667,40.65,68,Satisfactory,32.7,25.3,28.83,6.64,4.18,81.34,1.2,5,0,2,70,0,2016,7,Monsoon
2016-07-04,195.2,87.0,190,Moderate,34.75,26.95,30.98,9.5,5.53,75.35,0.3,5,0,2,70,0,2016,7,Monsoon
2016-07-05,167.33333333333334,220.06,377,Very Poor,33.45,27.1,29.98,11.97,7.43,79.09,2.6,5,0,2,70,0,2016,7,Monsoon
2016-07-06,91.7,312.32,426,Severe,33.5,26.6,30.34,13.68,8.7,76.1,1.5,5,0,2,70,0,2016,7,Monsoon
2016-07-07,123.0,41.52,70,Satisfactory,34.4,27.15,30.78,10.14,6.12,75.97,2.5,5,0,2,70,0,2016,7,Monsoon
2016-07-08,109.76666666666668,105.68,253,Poor,34.5,27.45,30.56,11.09,7.77,76.01,1.3,5,0,2,70,0,2016,7,Monsoon
2016-07-09,104.53333333333336,44.18,74,Satisfactory,34.45,27.6,31.13,8.71,5.58,75.18,0.0,5,0,2,70,0,2016,7,Monsoon
2016-07-10,88.86666666666667,56.98,95,Satisfactory,33.05,26.8,29.35,13.48,9.39,81.93,4.3,0,0,2,60,0,2016,7,Monsoon
2016-07-11,69.83333333333333,33.94,57,Satisfactory,32.05,26.05,29.04,15.46,9.78,82.78,15.6,0,0,2,60,0,2016,7,Monsoon
2016-07-12,101.3,47.21666666666666,79,Satisfactory,33.0,26.95,29.46,13.28,7.84,80.38,3.9,0,0,2,60,0,2016,7,Monsoon
2016-07-13,133.0,55.26666666666667,92,Satisfactory,32.75,27.1,28.97,6.73,4.29,86.38,22.2,0,0,2,60,0,2016,7,Monsoon
2016-07-14,83.66666666666667,31.35,53,Satisfactory,32.1,25.65,27.97,14.06,5.81,89.39,31.3,0,0,2,60,0,2016,7,Monsoon
2016-07-15,34.333333333333336,25.36,42,Good,27.45,25.85,26.5,8.21,5.32,94.51,75.4,0,0,2,60,0,2016,7,Monsoon
2016-07-16,75.08333333333331,24.15,40,Good,26.85,25.45,26.01,14.02,9.08,94.25,50.8,0,0,2,60,0,2016,7,Monsoon
2016-07-17,115.83333333333331,44.9,75,Satisfactory,32.8,25.0,28.22,15.98,8.09,85.01,5.7,3,0,2,0,0,2016,7,Monsoon
2016-07-18,304.3333333333333,38.14,64,Satisfactory,34.1,25.85,29.67,18.78,11.63,77.69,1.9,3,0,2,0,0,2016,7,Monsoon
2016-07-19,303.0,50.05,84,Satisfactory,34.85,27.45,30.78,17.38,12.04,69.66,0.0,3,0,2,0,0,2016,7,Monsoon
2016-07-20,265.3333333333333,76.875,157,Moderate,35.3,28.45,31.19,14.4,10.38,68.8,0.5,3,0,2,0,0,2016,7,Monsoon
2016-07-21,193.33333333333337,51.416666666666664,86,Satisfactory,34.6,26.95,30.89,12.77,6.0,72.7,0.6,3,0,2,0,0,2016,7,Monsoon
2016-07-22,147.33333333333334,43.06,72,Satisfactory,32.0,26.95,28.82,12.68,9.7,81.42,5.0,3,0,2,0,0,2016,7,Monsoon
2016-07-23,185.0,53.8,90,Satisfactory,32.3,25.75,28.83,10.18,6.05,82.81,3.1,3,0,2,0,0,2016,7,Monsoon
2016-07-24,222.66666666666663,57.5,96,Satisfactory,33.15,25.55,29.18,8.64,4.81,84.32,7.4,0,0,2,0,0,2016,7,Monsoon
2016-07-25,124.4,53.51666666666667,89,Satisfactory,31.3,26.0,28.02,15.48,12.21,86.77,4.2,0,0,2,0,0,2016,7,Monsoon
2016-07-26,155.0,58.25,97,Satisfactory,29.55,25.7,27.26,20.29,12.11,86.48,6.5,0,0,2,0,0,2016,7,Monsoon
2016-07-27,88.5,35.42,60,Satisfactory,30.0,24.95,26.72,12.25,7.1,89.13,18.9,0,0,2,0,0,2016,7,Monsoon
2016-07-28,94.95,52.8,88,Satisfactory,27.05,24.7,25.82,8.71,6.52,94.27,18.7,0,0,2,0,0,2016,7,Monsoon
2016-07-29,66.6,32.95,56,Satisfactory,29.65,24.85,26.59,11.17,6.39,89.72,8.3,0,0,2,0,0,2016,7,Monsoon
2016-07-30,157.55,35.775,60,Satisfactory,29.0,24.75,26.79,8.71,5.86,89.41,7.6,0,0,2,0,0,2016,7,Monsoon
2016-07-31,102.6,30.9,52,Satisfactory,29.25,25.15,26.88,16.42,9.91,89.19,12.5,0,0,2,55,0,2016,7,Monsoon
2016-08-01,117.2,35.0,59,Satisfactory,31.9,24.7,27.51,13.32,10.81,86.02,10.6,0,0,2,55,0,2016,8,Monsoon
2016-08-02,160.0,28.675,48,Good,32.9,25.7,29.2,15.62,9.8,78.59,0.0,0,0,2,55,0,2016,8,Monsoon
2016-08-03,178.5,37.85,64,Satisfactory,33.65,27.2,29.64,13.49,9.63,79.01,4.8,0,0,2,55,0,2016,8,Monsoon
2016-08-04,118.5,30.35,52,Satisfactory,33.75,27.3,30.13,10.3,7.78,80.04,1.1,0,0,2,55,0,2016,8,Monsoon
