date,value,sensor_id,location_id,location_name,parameter
2017-05-14,95.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-15,130.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-16,80.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-17,132.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-18,98.1,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-19,152.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-20,179.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-21,117.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-22,149.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-23,103.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-24,125.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-25,108.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-26,40.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-27,36.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-28,40.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-29,63.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-30,102.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-31,80.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-01-06,71.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-02-06,58.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-03-06,65.1,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-04-06,31.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-06,40.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-06,25.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-06,20.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-06,74.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-06,64.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-06,43.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-06,60.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-06,44.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-13,43.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-14,48.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-15,41.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-16,41.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-17,49.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-18,50.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-19,34.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-20,54.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-21,63.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-22,54.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-23,73.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-24,74.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-25,38.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-26,42.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-28,29.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-29,27.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-30,43.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-01-07,42.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-02-07,63.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-03-07,44.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-04-07,48.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-07,40.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-07,48.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-07,51.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-07,58.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-07,45.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-07,38.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-07,28.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-07,26.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-13,33.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-14,42.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-15,39.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-16,36.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-17,37.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-18,54.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-19,32.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-20,34.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-08,0.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-13,55.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-14,51.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-15,41.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-16,48.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-18,20.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-21,48.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-22,29.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-23,48.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-24,47.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-25,31.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-26,33.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-27,24.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-28,23.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-29,31.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-30,23.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-31,24.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-01-09,42.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-02-09,28.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-03-09,43.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-04-09,29.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-09,37.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-09,62.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-09,51.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-09,57.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-09,60.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-13,85.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-15,76.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-16,36.1,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-17,44.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-18,60.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-19,73.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-20,39.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-21,17.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-22,25.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-24,63.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-25,75.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-26,102.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-27,70.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-28,99.9,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-29,98.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-02-10,94.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-03-10,72.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-04-10,101.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-10,92.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-10,91.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-10,74.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-10,62.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-10,69.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-10,99.1,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-10,89.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-13,96.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-15,154.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-16,90.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-17,128.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-18,175.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-20,345.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-21,176.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-22,165.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-23,194.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-24,210.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-25,218.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-26,186.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-27,166.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-28,228.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-29,257.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-30,256.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-31,149.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-01-11,153.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-02-11,192.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-03-11,148.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-04-11,131.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-11,139.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-11,291.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-11,440.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-11,332.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-11,265.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-11,259.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-11,361.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-11,258.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-13,205.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-14,153.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-15,140.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-16,94.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-17,123.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-18,62.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-19,98.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-20,108.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-21,98.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-22,126.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-23,90.7,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-24,109.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-25,165.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-26,112.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-27,142.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-28,183.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-29,183.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-30,122.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-01-12,175.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-02-12,226.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-03-12,240.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-04-12,153.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-05-12,117.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-06-12,94.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-07-12,76.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-08-12,110.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-09-12,144.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-10-12,149.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-11-12,83.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-12,75.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-13,77.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-14,94.6,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-15,79.1,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-19,205.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-20,161.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-21,89.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-22,80.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-23,132.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-24,147.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-25,136.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-26,133.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-27,129.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-28,116.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-29,186.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-30,204.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2017-12-31,275.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-01,246.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-01,179.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-03-01,166.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-04-01,144.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-05-01,192.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-06-01,140.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-07-01,146.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-08-01,202.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-09-01,137.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-10-01,88.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-11-01,126.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-12-01,185.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-13,141.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-14,129.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-15,90.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-16,207.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-17,298.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-18,130.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-19,145.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-20,118.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-21,191.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-22,114.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-23,116.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-24,94.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-25,168.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-26,247.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-27,142.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-28,125.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-29,106.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-30,137.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-31,84.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-01-02,145.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-02,115.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-03-02,128.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-04-02,146.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-05-02,133.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-06-02,89.8,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-07-02,157.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-08-02,170.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-09-02,197.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-10-02,157.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-11-02,66.5,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-12-02,107.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-13,72.2,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-14,95.4,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-15,109.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-16,124.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-17,96.3,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-18,131.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-19,151.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-20,221.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-02-21,219.0,13900,2587,"Sector16A, Faridabad - HSPCB",pm25
2018-08-03,268.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-09-03,175.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-10-03,149.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-11-03,181.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-12-03,184.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-03-13,222.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-03-14,253.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-03-15,212.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-03-16,197.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-03-18,150.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-03-19,161.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-04-15,259.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-04-26,272.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-04-30,151.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-05-05,217.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-06-05,248.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-07-05,302.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-11-05,244.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2018-12-05,431.0,14612,5540,"Punjabi Bagh, Delhi - DPCC",pm10
2025-02-18,155.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-19,121.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-20,133.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-21,86.3,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-22,108.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-23,127.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-24,166.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-25,201.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-26,141.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-27,104.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-28,91.2,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-01-03,84.7,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-03,131.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-03,107.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-03,84.5,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-03,110.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-06-03,132.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-07-03,130.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-08-03,164.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-09-03,194.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-10-03,221.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-11-03,163.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-12-03,140.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-13,125.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-14,59.1,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-15,74.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-16,80.5,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-17,99.9,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-18,119.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-19,116.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-20,93.1,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-21,123.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-22,176.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-23,137.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-24,183.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-25,198.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-26,225.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-27,174.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-28,101.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-29,91.2,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-30,64.6,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-01-04,197.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-04,161.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-04,228.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-04,184.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-06-04,185.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-07-04,222.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-08-04,197.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-10-04,54.2,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-11-04,74.7,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-12-04,120.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-13,229.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-14,159.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-15,187.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-18,61.1,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-19,75.8,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-20,216.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-21,210.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-22,215.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-25,182.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-26,195.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-27,254.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-28,179.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-29,179.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-30,171.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-01-05,138.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-02-05,157.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-03-05,174.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-04-05,87.4,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-05,106.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-06-05,113.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-07-05,149.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-08-05,117.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-09-05,137.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-10-05,131.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-11-05,111.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-12-05,104.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-13,219.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-14,1090.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-15,238.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-17,176.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-18,215.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-19,217.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-20,187.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-21,60.4,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-22,87.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-23,125.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-24,65.8,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-25,100.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-26,101.0,12234701,5404,"Pusa, Delhi - IMD",pm10
2025-05-27,117.0,12234701,5404,"Pusa, Delhi - IMD",pm10
