date,temp_max,temp_min,temp_mean,wind_speed_max,wind_speed_mean,humidity_mean,precipitation
2016-04-14,39.7975,22.3975,31.851664,18.864824,9.611026,31.26512,0.0
2016-04-15,40.9975,24.4975,32.707912,14.81259,10.08265,30.197805,0.0
2016-04-16,39.6975,26.5475,33.12042,14.081478,7.787852,25.987368,0.0
2016-04-17,38.4975,26.3475,32.50166,10.00256,7.2494082,31.705568,0.0
2016-04-18,37.7975,25.7475,31.399582,12.261158,6.112302,37.10425,0.1
2016-04-19,38.7975,23.7475,31.574583,19.878391,12.280079,25.651731,0.0
2016-04-20,38.9475,24.8975,31.860003,24.464113,16.082888,22.928637,0.0
2016-04-21,38.6475,24.3475,31.805832,11.659777,7.4693074,24.782022,0.0
2016-04-22,36.6975,22.5975,29.587082,17.208603,11.731877,24.469078,0.0
2016-04-23,37.1475,19.2475,28.84958,17.884428,10.210472,21.114386,0.0
2016-04-24,38.1475,20.9975,29.984999,13.104198,9.340357,18.678207,0.0
2016-04-25,38.5475,21.4975,30.635002,10.703569,6.9459324,22.810562,0.2
2016-04-26,39.6975,22.0475,30.999586,16.87398,8.388143,22.442675,0.0
2016-04-27,39.6475,22.1475,31.453749,17.057314,10.458542,18.828024,0.0
2016-04-28,39.3975,22.3475,31.280836,18.58451,9.787311,18.967583,0.0
2016-04-29,39.9475,21.0475,31.230833,12.538134,8.287341,21.005177,0.0
2016-04-30,41.2475,23.3475,32.785,18.289274,10.734838,20.175451,0.0
2016-05-01,42.4975,24.8975,34.405834,12.24,7.146656,19.217937,0.4
2016-05-02,37.9975,27.5475,32.159996,16.394829,10.307404,31.968344,1.6
2016-05-03,38.9475,24.8475,30.876669,20.570463,12.921245,47.98773,1.0
2016-05-04,34.5975,24.7975,29.366251,20.63023,12.996352,49.77254,0.1
2016-05-05,34.1475,23.6475,29.17875,9.422101,5.5066447,54.11735,0.0
2016-05-06,35.9975,24.5975,30.776667,11.440979,6.600127,41.232357,0.0
2016-05-07,37.1975,25.4475,30.862083,14.561099,10.287938,45.207325,0.0
2016-05-08,38.7975,26.1975,32.09125,21.749481,13.279933,41.778904,0.5
2016-05-09,37.9975,26.6475,32.174583,23.444265,13.127717,45.641388,1.0
2016-05-10,37.0475,26.5975,31.712082,17.917007,10.7623825,50.74287,0.2
2016-05-11,38.9975,25.4475,32.545418,14.693999,6.6832395,48.66386,0.0
2016-05-12,40.9975,27.9475,34.553753,16.75064,7.331445,30.343893,0.0
2016-05-13,41.1975,27.3975,34.9225,9.449572,6.8818955,30.03641,0.0
2016-05-14,42.2975,26.6475,34.939167,12.475961,7.32073,29.351171,0.0
2016-05-15,42.7475,26.5975,35.24958,17.566378,10.035182,24.887619,0.0
2016-05-16,42.6975,26.3475,35.16417,18.947083,10.594663,21.716873,0.0
2016-05-17,43.0975,25.6475,35.34125,13.527572,6.8675756,22.834467,0.0
2016-05-18,41.6475,27.7475,34.774582,22.565422,13.697796,35.67479,0.3
2016-05-19,40.1975,29.3975,34.662075,24.633049,14.548551,42.71932,0.3
2016-05-20,41.0975,27.2975,33.96,21.53089,14.738786,53.056927,0.0
2016-05-21,42.1475,28.2475,34.630833,19.319628,10.298592,47.353153,1.8
2016-05-22,40.8975,26.1475,33.641254,19.08,10.098049,52.461544,4.5
2016-05-23,38.0475,26.4975,31.67875,17.713316,10.646753,58.997208,1.8000002
2016-05-24,39.3975,25.1975,31.660002,17.462784,7.906779,52.97752,0.6
2016-05-25,39.7975,25.3975,32.95792,13.797912,6.6850653,49.47156,0.0
2016-05-26,40.9475,28.4975,34.847496,20.140705,12.002673,36.78097,2.0
2016-05-27,40.4475,28.8975,33.951664,22.104116,13.397692,37.393307,2.3000002
2016-05-28,36.1975,26.8975,31.199583,18.864824,12.656266,54.353367,6.9
2016-05-29,33.0475,24.0475,28.805832,16.375053,10.46393,68.10331,3.3999999
2016-05-30,38.1475,25.0975,31.705833,13.18308,7.678903,56.67541,0.2
2016-05-31,40.2475,26.9975,33.83292,14.84318,8.213655,48.277813,0.0
2016-06-01,41.0475,28.1475,34.882915,16.831684,9.579823,37.46818,0.0
2016-06-02,41.7975,26.4975,34.22875,15.815435,7.1689224,42.04878,0.5
2016-06-03,42.3975,27.6975,35.309998,14.345898,8.536339,44.857197,0.0
2016-06-04,40.8475,29.0475,34.380833,21.53089,13.140774,55.03717,3.3000002
2016-06-05,39.9975,29.3475,34.157917,19.296133,12.717972,52.770462,2.6000001
2016-06-06,39.6475,29.2475,34.15375,17.992796,12.43989,52.356003,1.1
2016-06-07,40.4975,28.8975,33.922497,14.20062,10.58191,51.426136,0.70000005
2016-06-08,40.2475,28.7475,34.370415,15.408671,11.192947,50.63538,0.2
2016-06-09,41.5975,29.2475,34.393337,21.650938,7.7860646,50.48654,2.6000001
2016-06-10,39.3975,28.8975,34.24542,16.575644,10.0611515,50.41415,0.1
2016-06-11,38.9475,26.9975,33.341244,14.658676,9.563729,53.319305,3.6
2016-06-12,40.2475,29.3475,34.380836,22.007162,11.436966,47.09987,0.7
2016-06-13,37.5475,26.8975,32.274582,16.215992,10.112318,60.940388,1.8
2016-06-14,36.6975,28.5475,31.6975,15.192682,6.6099515,65.383415,1.5
2016-06-15,36.7975,28.0475,32.4475,20.617662,14.562207,60.88507,0.0
2016-06-16,37.4975,27.0975,32.584995,17.076298,11.208553,62.077686,0.2
2016-06-17,36.4475,26.4475,31.46417,15.315873,12.356725,66.53392,14.8
2016-06-18,36.2975,28.8975,32.334995,15.463246,12.48618,63.79057,0.3
2016-06-19,36.5475,29.1975,32.797493,18.171976,13.276288,63.042522,0.0
2016-06-20,36.1975,27.7475,30.864164,15.937878,13.114108,71.7441,1.8
2016-06-21,35.1975,26.7475,30.924583,12.287555,8.004987,69.0848,1.4
2016-06-22,37.6975,27.7975,32.824585,10.483357,6.5114255,62.779434,0.0
2016-06-23,38.8475,28.6475,33.812084,12.768586,7.777075,58.398296,0.6
2016-06-24,38.8975,29.9475,34.21833,17.25373,12.597101,58.82462,0.0
2016-06-25,36.4975,27.3475,32.36,15.807239,11.9952,65.4067,3.1000001
2016-06-26,37.0475,27.0475,32.070415,14.578888,9.521842,66.994514,3.3000002
2016-06-27,34.2475,26.2475,30.07875,14.494192,9.607483,77.340904,10.400001
2016-06-28,36.1475,27.1475,32.05792,13.397612,9.188598,69.58838,10.5
2016-06-29,37.8475,27.8975,33.13291,14.118243,6.983404,65.960976,0.4
2016-06-30,35.9975,27.2475,31.772505,16.418526,10.798222,73.355576,23.300001
2016-07-01,30.7475,25.9975,27.764166,13.708391,8.418627,85.97347,67.89999
2016-07-02,30.2475,25.4475,26.920416,13.138765,7.7691283,90.54684,15.099999
2016-07-03,32.6975,25.2975,28.826668,6.638072,4.1767206,81.34229,1.2
2016-07-04,34.7475,26.9475,30.985,9.504272,5.5302124,75.35479,0.3
2016-07-05,33.4475,27.0975,29.982918,11.966954,7.429033,79.09234,2.6
2016-07-06,33.4975,26.5975,30.339167,13.684735,8.704144,76.09985,1.5000001
2016-07-07,34.3975,27.1475,30.784996,10.1376915,6.118135,75.966835,2.5
2016-07-08,34.4975,27.4475,30.56208,11.090103,7.773893,76.006805,1.3000001
2016-07-09,34.4475,27.5975,31.132917,8.714677,5.5845113,75.1759,0.0
2016-07-10,33.0475,26.7975,29.34958,13.479583,9.386854,81.930176,4.2999997
2016-07-11,32.0475,26.0475,29.039164,15.463244,9.781575,82.77587,15.6
2016-07-12,32.9975,26.9475,29.462082,13.281023,7.8428245,80.37745,3.9
2016-07-13,32.7475,27.0975,28.974585,6.725354,4.292974,86.38345,22.199999
2016-07-14,32.0975,25.6475,27.972504,14.05845,5.805039,89.391815,31.300001
2016-07-15,27.4475,25.8475,26.495417,8.209263,5.3222632,94.505615,75.39999
2016-07-16,26.8475,25.4475,26.005835,14.021525,9.078043,94.247986,50.8
2016-07-17,32.7975,24.9975,28.21625,15.978486,8.092987,85.01215,5.7000003
2016-07-18,34.0975,25.8475,29.668333,18.782204,11.626526,77.693275,1.9000001
2016-07-19,34.8475,27.4475,30.776667,17.377226,12.035907,69.66371,0.0
