date,pm10_avg,pm25_avg
2019-08-31,58.36666666666667,29.68
2019-09-01,75.8,36.96666666666667
2019-09-02,126.66666666666667,64.13333333333333
2019-09-03,125.33333333333333,62.75
2019-09-04,68.8,30.099999999999998
2019-09-05,74.36666666666666,31.383333333333336
2019-09-06,67.3,26.633333333333336
2019-09-07,66.7,29.983333333333334
2019-09-08,108.03333333333335,49.75
2019-09-09,133.46666666666667,68.96666666666667
2019-09-10,138.33333333333334,78.31666666666666
2019-09-11,106.86666666666667,51.71666666666667
2019-09-12,102.93333333333334,30.583333333333332
2019-09-13,57.36666666666667,20.416666666666668
2019-09-14,62.9,38.416666666666664
2019-09-15,97.03333333333335,46.98571428571428
2019-09-16,99.53333333333335,52.614285714285714
2019-09-17,71.6,25.485714285714284
2019-09-18,52.9,17.571428571428573
2019-09-19,79.06666666666666,31.942857142857147
2019-09-20,84.26666666666667,29.428571428571427
2019-09-21,51.06666666666666,18.814285714285713
2019-09-22,81.66666666666667,25.25714285714286
2019-09-23,73.3,23.771428571428572
2019-09-24,70.76666666666667,23.157142857142855
2019-09-25,44.300000000000004,14.657142857142857
2019-09-26,36.1,12.602857142857143
2019-09-27,44.03333333333333,14.857142857142858
2019-09-28,38.6,12.6
2019-09-29,62.63333333333333,21.67142857142857
2019-09-30,61.53333333333333,26.25714285714286
2019-10-01,73.5,38.80571428571428
2019-10-02,124.36666666666667,51.65714285714286
2019-10-03,95.2,43.68571428571429
2019-10-04,104.3,39.92857142857143
2019-10-05,129.33333333333334,54.728571428571435
2019-10-06,131.33333333333334,48.199999999999996
2019-10-07,106.96666666666665,46.81428571428571
2019-10-08,152.66666666666666,71.71428571428571
2019-10-09,173.0,92.68333333333334
2019-10-10,172.66666666666666,86.04285714285713
2019-10-11,197.0,96.01428571428572
2019-10-12,233.66666666666666,121.12857142857142
2019-10-13,214.0,110.18571428571428
2019-10-14,243.33333333333334,128.28571428571428
2019-10-15,240.5,131.0
2019-10-16,194.0,108.23333333333333
2019-10-17,155.0,76.54285714285713
2019-10-18,202.33333333333334,71.34285714285714
2019-10-19,192.66666666666666,90.24285714285715
2019-10-20,222.66666666666666,101.65714285714286
2019-10-21,185.66666666666666,82.22857142857143
2019-10-22,222.33333333333334,102.64285714285714
2019-10-23,316.0,162.0
2019-10-24,255.66666666666666,117.42857142857143
2019-10-25,228.33333333333334,131.0
2019-10-26,278.3333333333333,207.0
2019-10-27,537.3333333333334,340.42857142857144
2019-10-28,434.3333333333333,263.14285714285717
2019-10-29,423.0,231.0
2019-11-10,281.3333333333333,157.57142857142858
2019-11-11,498.0,339.7142857142857
2019-11-12,516.6666666666666,316.7142857142857
2019-11-13,536.0,300.2857142857143
2019-11-14,558.0,331.0
2019-11-15,263.0,148.42857142857142
2019-11-16,142.33333333333334,75.31428571428572
2019-11-17,155.33333333333334,161.75714285714284
2019-11-18,185.66666666666666,103.07142857142857
2019-11-19,253.33333333333334,151.28571428571428
2019-11-20,308.6666666666667,187.14285714285714
2019-11-21,280.3333333333333,162.57142857142858
2019-11-22,204.33333333333334,109.64285714285714
2019-11-23,153.66666666666666,92.42857142857143
2019-11-24,192.0,102.55714285714285
2019-11-25,193.0,102.04285714285713
2019-11-26,115.76666666666667,57.05714285714286
2019-11-27,49.76666666666667,29.900000000000002
2019-11-28,77.46666666666667,43.385714285714286
2019-11-29,140.33333333333334,78.21428571428571
2019-11-30,171.33333333333334,95.12857142857142
2019-12-01,181.66666666666666,111.31428571428572
2019-12-02,199.0,113.72857142857143
2019-12-03,232.0,133.66666666666666
2019-12-04,347.3333333333333,222.16666666666666
2019-12-05,331.0,202.57142857142858
2019-12-06,303.0,201.0
2019-12-07,315.3333333333333,213.16666666666666
2019-12-08,287.3333333333333,191.33333333333334
2019-12-09,309.0,186.0
2019-12-10,385.6666666666667,245.14285714285714
2019-12-11,370.6666666666667,239.85714285714286
2019-12-12,107.33333333333333,74.74285714285715
2019-12-13,125.76666666666667,64.25
2019-12-14,138.33333333333334,75.23333333333333
2019-12-15,117.33333333333333,66.48333333333333
2019-12-16,117.33333333333333,69.35000000000001
2019-12-17,201.33333333333334,114.0
2019-12-18,349.6666666666667,211.16666666666666
2019-12-19,463.0,271.6666666666667
2019-12-20,359.6666666666667,212.16666666666666
2019-12-21,170.0,120.86666666666667
2019-12-22,201.66666666666666,138.5
2019-12-23,390.0,216.66666666666666
2019-12-24,242.66666666666666,135.75
2019-12-25,273.0,173.33333333333334
2019-12-26,367.0,207.0
2019-12-27,437.5,248.5
2019-12-28,491.0,292.3333333333333
2019-12-29,473.0,270.0
2019-12-30,350.5,216.5
2019-12-31,540.0,368.5
2020-01-01,332.6666666666667,287.3333333333333
2020-01-02,290.0,209.33333333333334
2020-01-03,318.6666666666667,191.33333333333334
2020-01-04,268.0,149.66666666666666
2020-01-05,221.66666666666666,144.66666666666666
2020-01-06,162.66666666666666,106.48333333333333
2020-01-07,131.66666666666666,91.2
2020-01-08,142.0,76.5
2020-01-09,187.33333333333334,101.78333333333335
2020-01-10,194.33333333333334,113.01666666666667
2020-01-11,254.0,162.0
2020-01-12,310.6666666666667,181.83333333333334
2020-01-13,168.33333333333334,96.39999999999999
2020-01-14,164.0,91.48333333333333
2020-01-15,175.66666666666666,106.71666666666665
2020-01-16,155.66666666666666,88.26666666666667
2020-01-17,195.66666666666666,107.41666666666667
2020-01-18,179.33333333333334,101.81666666666666
2020-01-19,210.66666666666666,111.45
2020-01-20,292.6666666666667,171.16666666666666
2020-01-21,291.6666666666667,161.83333333333334
2020-01-22,125.66666666666667,60.35
2020-01-23,135.5,61.48333333333333
2020-01-24,235.66666666666666,113.8
2020-01-25,303.3333333333333,170.16666666666666
2020-01-26,353.6666666666667,180.0
2020-01-27,147.33333333333334,96.89999999999999
2020-01-28,140.66666666666666,61.98333333333334
2020-01-29,164.66666666666666,70.51666666666667
2020-01-30,156.33333333333334,70.23333333333333
2020-01-31,187.66666666666666,87.95
2020-02-01,192.66666666666666,89.86666666666667
2020-02-02,220.33333333333334,105.93333333333334
2020-02-03,341.6666666666667,154.5
2020-02-04,251.66666666666666,127.66666666666667
2020-02-05,192.66666666666666,93.93333333333334
2020-02-06,342.0,170.83333333333334
2020-02-07,206.0,111.13333333333333
2020-02-08,241.0,127.55
2020-02-09,284.3333333333333,145.5
2020-02-10,307.6666666666667,155.5
2020-02-11,284.3333333333333,134.66666666666666
2020-02-12,168.66666666666666,71.43333333333334
2020-02-13,156.66666666666666,60.68333333333334
2020-02-14,160.0,58.333333333333336
2020-02-15,217.33333333333334,96.0
2020-02-16,202.0,123.05
2020-02-17,215.33333333333334,92.26666666666667
2020-02-18,264.0,114.89999999999999
2020-02-19,195.33333333333334,81.43333333333334
2020-02-20,105.03333333333335,57.583333333333336
2020-02-21,108.83333333333333,58.76666666666667
2020-02-22,154.0,90.46666666666665
2020-02-23,120.66666666666667,58.86666666666667
2020-02-24,205.0,98.08333333333333
2020-02-25,223.0,116.66666666666667
2020-02-26,171.66666666666666,82.81666666666666
2020-02-27,130.33333333333334,69.66666666666667
2020-02-28,95.43333333333334,51.98333333333333
2020-02-29,81.89999999999999,35.75
2020-03-01,180.66666666666666,82.3
2020-03-02,157.0,73.60000000000001
2020-03-03,177.33333333333334,63.85
2020-03-04,59.76666666666667,29.3
2020-03-05,32.166666666666664,16.8
2020-03-06,75.43333333333334,32.18333333333333
2020-03-07,163.66666666666666,69.81666666666666
2020-03-08,113.36666666666667,43.96666666666667
2020-03-09,154.66666666666666,67.08333333333333
2020-03-10,98.86666666666667,46.949999999999996
2020-03-11,144.0,48.666666666666664
2020-03-12,167.66666666666666,53.949999999999996
2020-03-13,72.36666666666667,34.25
2020-03-14,105.66666666666667,45.583333333333336
2020-03-15,132.0,48.85
2020-03-16,144.33333333333334,52.73333333333333
2020-03-17,149.66666666666666,60.03333333333333
2020-03-18,147.66666666666666,66.53333333333333
2020-03-19,178.0,74.51666666666667
2020-03-20,156.0,60.6
2020-03-21,114.66666666666667,64.36666666666666
2020-03-22,97.53333333333335,53.4
2020-03-23,105.23333333333333,51.88333333333333
2020-03-24,62.53333333333333,30.133333333333336
2020-03-25,66.66666666666667,33.75
2020-03-26,35.1,19.866666666666667
2020-03-27,31.666666666666668,16.7
2020-03-28,39.6,18.566666666666666
2020-03-29,52.36666666666667,25.78333333333333
2020-03-30,57.13333333333333,23.616666666666664
2020-03-31,63.96666666666666,24.150000000000002
2020-04-01,51.4,19.849999999999998
2020-04-02,51.300000000000004,22.2
2020-04-03,69.63333333333334,29.566666666666666
2020-04-04,89.83333333333333,39.1
2020-04-05,109.33333333333333,43.71666666666667
2020-04-06,65.76666666666667,23.261666666666667
2020-04-07,70.26666666666667,20.966666666666665
2020-04-08,70.53333333333333,26.03333333333333
2020-04-09,91.96666666666665,37.266666666666666
2020-04-10,115.33333333333333,42.03333333333334
2020-04-11,84.23333333333333,26.46666666666667
2020-04-12,118.33333333333333,38.25
2020-04-13,135.66666666666666,42.75
2020-04-14,183.66666666666666,46.11666666666667
2020-04-15,126.43333333333334,51.28333333333333
2020-04-16,55.06666666666666,21.333333333333332
2020-04-17,82.53333333333333,21.95
2020-04-18,44.5,25.666666666666668
2020-04-19,57.63333333333333,36.36666666666667
2020-04-20,54.366666666666674,28.566666666666666
2020-04-21,73.3,40.800000000000004
2020-04-22,71.03333333333333,42.949999999999996
2020-04-23,57.0,49.76666666666667
2020-04-25,56.56666666666666,35.56666666666667
2020-04-26,33.56666666666666,23.516666666666666
2020-04-27,48.23333333333333,32.53333333333333
2020-04-28,74.0,50.36666666666667
2020-04-29,75.33333333333333,46.36666666666667
2020-04-30,82.66666666666667,51.550000000000004
2020-05-01,62.9,31.099999999999998
2020-05-02,44.6,32.61666666666667
2020-05-03,37.03333333333333,23.416666666666668
2020-05-04,65.10000000000001,46.9
2020-05-05,92.33333333333333,36.6
2020-05-06,39.4,34.35
2020-05-07,78.33333333333333,42.36666666666667
2020-05-08,97.7,44.199999999999996
2020-05-09,78.45,35.25
2020-05-10,86.6,43.300000000000004
2020-05-11,82.65,37.333333333333336
2020-05-12,89.9,33.86666666666667
2020-05-13,138.0,35.13333333333333
2020-05-14,128.0,39.78333333333333
2020-05-15,155.5,63.050000000000004
2020-05-16,185.0,72.38
2020-05-17,211.5,75.56
2020-05-18,201.5,81.82000000000001
2020-05-19,160.5,57.339999999999996
2020-05-20,152.0,46.54
2020-05-21,224.5,77.12
2020-05-22,206.66666666666666,66.52000000000001
2020-05-23,181.33333333333334,56.3
2020-05-24,150.33333333333334,47.975
2020-05-25,160.66666666666666,42.22
2020-05-26,153.33333333333334,43.56
2020-05-27,195.66666666666666,32.5
2020-05-28,54.73333333333333,24.46
2020-05-29,67.96666666666667,19.86
2020-05-30,43.4,17.842000000000002
2020-05-31,99.0,35.480000000000004
2020-06-01,95.43333333333334,40.43333333333333
2020-06-02,118.66666666666667,46.48333333333333
2020-06-03,117.75,58.5
2020-06-04,65.05,36.699999999999996
2020-06-05,42.95,28.900000000000002
2020-06-06,75.55,33.11666666666667
2020-06-07,80.7,42.5
2020-06-08,117.5,59.5
2020-06-09,129.5,48.98333333333333
2020-06-10,77.425,63.81666666666666
2020-06-11,104.5,53.300000000000004
2020-06-12,82.4,45.71666666666667
2020-06-13,116.5,58.68333333333334
2020-06-14,79.025,42.06666666666667
2020-06-15,64.175,32.1
2020-06-16,58.2,31.349999999999998
2020-06-17,69.875,34.86666666666667
2020-06-18,144.25,50.28333333333333
2020-06-19,83.175,32.483333333333334
2020-06-20,76.05,38.25
2020-06-21,58.775,38.050000000000004
2020-06-22,41.025,26.53333333333333
2020-06-23,42.225,34.699999999999996
2020-06-24,57.7,78.58333333333333
2020-06-25,87.5,76.10000000000001
2020-06-26,110.0,34.949999999999996
2020-06-27,226.25,41.0
2020-06-28,125.75,37.86666666666667
2020-06-29,87.32000000000001,32.81666666666667
2020-06-30,95.0,48.71666666666667
2020-07-01,107.4,59.199999999999996
2020-07-02,112.2,52.800000000000004
2020-07-03,73.08,36.15
2020-07-04,43.62,29.849999999999998
2020-07-05,84.32000000000001,43.42
2020-07-06,33.0,11.606666666666667
2020-07-07,47.279999999999994,22.400000000000002
2020-07-08,60.54,23.033333333333335
2020-07-09,68.66,26.666666666666668
2020-07-10,62.1,20.243333333333336
2020-07-11,49.275,21.0
2020-07-12,114.55999999999999,30.333333333333332
2020-07-13,151.4,48.65
2020-07-14,108.25,40.56
2020-07-15,70.2,27.6
2020-07-16,71.14,35.66166666666667
2020-07-17,79.275,41.06
2020-07-18,52.75,24.66
2020-07-19,67.175,24.3
2020-07-20,46.1,20.18
2020-07-21,58.400000000000006,17.9
2020-07-22,85.375,30.78
2020-07-23,92.7,41.82
2020-07-24,67.475,35.160000000000004
2020-07-25,84.15,40.44
2020-07-26,104.625,35.88
2020-07-27,87.85,30.619999999999997
2020-07-28,64.725,21.836000000000002
2020-07-29,53.224999999999994,20.919999999999998
2020-07-30,70.5,33.44
2020-08-02,,14.0
2020-08-03,63.1,17.956
2020-08-04,102.975,45.739999999999995
2020-08-05,62.125,17.86
2020-08-06,41.125,25.220000000000002
2020-08-07,88.75,68.5
2020-08-08,51.225,80.58
2020-08-09,53.325,27.18
2020-08-10,82.6,37.480000000000004
2020-08-11,63.25,50.4064
2020-08-12,23.275,18.080000000000002
2020-08-13,40.4,20.78
2020-08-14,49.9,30.32
2020-08-15,46.725,25.14
2020-08-16,46.83,7.600000000000001
2020-08-17,59.08,27.203333333333333
2020-08-18,39.760000000000005,18.34
2020-08-19,49.06,19.73
2020-08-20,50.839999999999996,24.6
2020-08-21,46.660000000000004,19.900000000000002
2020-08-22,40.480000000000004,21.325000000000003
2020-08-23,32.019999999999996,17.16333333333333
2020-08-24,43.08,17.286666666666665
2020-08-25,62.42,19.3
2020-08-26,49.6,20.151666666666667
2020-08-27,64.16,57.38333333333333
2020-08-28,79.84,30.46666666666667
2020-08-29,53.5,19.259999999999998
2020-08-30,26.380000000000003,5.0600000000000005
2020-08-31,46.3,17.733333333333334
2020-09-01,55.739999999999995,20.383333333333333
2020-09-02,68.56,31.031666666666666
2020-09-03,73.32000000000001,34.483333333333334
2020-09-04,70.52000000000001,30.75
2020-09-05,53.08,27.2
2020-09-06,54.67999999999999,37.56666666666667
2020-09-07,66.97999999999999,15.280000000000001
2020-09-08,114.85999999999999,53.5
2020-09-09,117.02000000000001,55.1
2020-09-10,143.7,63.220000000000006
2020-09-11,147.14000000000001,70.43333333333334
2020-09-12,145.2,65.08333333333333
2020-09-13,160.0,70.16666666666667
2020-09-14,141.6,66.88333333333334
2020-09-15,151.4,67.13333333333334
2020-09-16,163.2,111.23333333333333
2020-09-17,107.97999999999999,40.03333333333333
2020-09-18,122.2,52.849999999999994
2020-09-19,149.2,64.78333333333335
2020-09-20,146.2,60.35
2020-09-21,93.44,38.800000000000004
2020-09-22,67.24,25.186666666666667
2020-09-23,90.64,33.050000000000004
2020-09-24,189.8,62.6
2020-09-25,179.4,66.31666666666666
2020-09-26,124.42,38.96666666666667
2020-09-27,206.4,62.61666666666667
2020-09-28,199.4,64.66666666666667
2020-09-29,173.0,52.53333333333333
2020-09-30,169.76,71.66666666666667
2020-10-01,201.8,74.58333333333333
2020-10-02,200.4,74.01666666666667
2020-10-03,220.75,118.32000000000001
2020-10-04,224.0,77.8
2020-10-05,208.2,80.11666666666666
2020-10-06,221.2,89.71666666666665
2020-10-07,218.0,85.53333333333335
2020-10-08,207.0,84.36666666666666
2020-10-09,217.6,77.91666666666667
2020-10-10,209.4,88.16666666666667
2020-10-11,263.0,120.66666666666667
2020-10-12,242.8,114.63333333333333
2020-10-13,232.4,122.5
2020-10-14,326.6,164.33333333333334
2020-10-15,253.2,104.93333333333334
2020-10-16,282.8,119.66666666666667
2020-10-17,230.2,94.73333333333333
2020-10-18,224.4,90.75
2020-10-19,266.0,105.76666666666667
2020-10-20,300.4,110.71666666666665
2020-10-21,358.2,148.16666666666666
2020-10-22,401.4,192.5
2020-10-23,369.6,172.66666666666666
2020-10-24,363.0,186.33333333333334
2020-10-25,356.4,174.33333333333334
2020-10-26,335.0,147.0
2020-10-27,362.2,178.33333333333334
2020-10-28,418.2,225.33333333333334
2020-10-29,382.0,192.5
2020-10-30,452.4,257.3333333333333
2020-10-31,279.8,165.0
2020-11-01,301.2,134.33333333333334
2020-11-02,332.6,178.83333333333334
2020-11-03,560.6,291.6666666666667
2020-11-04,448.0,247.16666666666666
2020-11-05,456.6,249.16666666666666
2020-11-06,543.2,325.0
2020-11-07,546.6,353.3333333333333
2020-11-08,721.6,458.5
2020-11-09,724.6,450.0
2020-11-10,363.2,162.33333333333334
2020-11-11,341.0,147.0
2020-11-12,329.2,144.43333333333334
2020-11-13,580.6,355.1666666666667
2020-11-14,463.6,262.03333333333336
2020-11-15,134.2,75.85
2020-11-16,135.4,69.64999999999999
2020-11-17,169.8,92.5
2020-11-18,227.0,116.5
2020-11-19,215.8,120.66666666666667
2020-11-20,184.64000000000001,92.88333333333333
2020-11-21,217.4,116.7
2020-11-22,318.8,155.5
2020-11-23,379.8,181.8
2020-11-24,420.75,202.5
2020-11-25,203.4,130.1
2020-11-26,139.22,60.26666666666667
2020-11-27,196.8,90.95
2020-11-28,223.75,100.17999999999999
2020-11-29,281.2,139.16666666666666
2020-11-30,388.0,187.83333333333334
2020-12-01,345.4,180.0
2020-12-02,279.0,147.86666666666667
2020-12-03,360.4,192.8166666666667
2020-12-04,342.0,193.61666666666667
2020-12-05,380.2,201.5
2020-12-06,421.4,235.83333333333334
2020-12-07,368.0,206.0
2020-12-08,364.4,177.16666666666666
2020-12-09,261.4,121.83333333333333
2020-12-10,274.8,127.08333333333333
2020-12-13,129.0,70.13333333333333
2020-12-14,185.0,107.05
2020-12-15,183.8,101.11666666666667
2020-12-16,199.0,112.33333333333333
2020-12-17,229.4,100.58333333333333
2020-12-18,318.2,154.66666666666666
2020-12-19,290.8,138.5
2020-12-20,260.2,139.33333333333334
2020-12-21,443.8,192.83333333333334
2020-12-22,562.4,326.1666666666667
2020-12-23,464.2,253.33333333333334
2020-12-24,332.2,178.83333333333334
2020-12-25,327.6,166.33333333333334
2020-12-26,394.6,224.16666666666666
2020-12-27,271.8,105.8
2020-12-28,268.8,103.58333333333333
2020-12-29,220.4,121.01666666666667
2020-12-30,317.4,181.0
2020-12-31,568.2,324.3333333333333
2021-01-01,450.4,299.6666666666667
2021-01-02,120.62,78.48333333333333
2021-01-03,112.5,74.25
2021-01-04,80.88,50.23333333333334
2021-01-05,167.6,106.95
2021-01-06,160.0,89.46666666666668
2021-01-07,220.0,122.76666666666667
2021-01-08,208.4,113.55
2021-01-09,167.4,103.83333333333333
2021-01-10,157.2,92.2
2021-01-11,233.6,134.03333333333333
2021-01-12,340.8,196.1
2021-01-13,573.0,343.3333333333333
2021-01-14,560.0,328.6666666666667
2021-01-15,308.8,208.01666666666665
2021-01-16,245.0,167.26
2021-01-17,349.0,230.33333333333334
2021-01-18,352.2,209.66666666666666
2021-01-19,171.6,88.35000000000001
2021-01-20,213.2,170.54999999999998
2021-01-21,337.4,205.5
2021-01-22,211.0,128.46666666666667
2021-01-23,291.6,162.86666666666667
2021-01-24,259.4,138.23333333333332
2021-01-25,270.6,142.23333333333332
2021-01-26,353.25,174.4
2021-02-04,191.2,77.93333333333332
2021-02-05,147.2,75.75
2021-02-06,201.4,99.61666666666667
2021-02-07,282.4,141.66666666666666
2021-02-08,324.6,160.66666666666666
2021-02-09,253.6,113.6
2021-02-10,275.6,155.5
2021-02-11,320.4,168.18333333333334
2021-02-12,243.8,148.15
2021-02-13,322.6,156.33333333333334
2021-02-14,357.2,199.5
2021-02-15,298.8,116.95
2021-02-16,291.2,120.23333333333333
2021-02-17,308.8,136.66666666666666
2021-02-18,278.6,135.20000000000002
2021-02-20,264.6,113.5
2021-02-21,245.4,105.38333333333333
2021-02-22,280.4,71.32000000000001
2021-02-23,231.4,57.2
2021-02-24,327.4,153.85
2021-02-25,243.2,97.31666666666666
2021-02-26,132.2,56.1
2021-02-28,219.2,70.18333333333334
2021-03-01,189.8,59.06666666666666
2021-03-02,156.8,60.48
2021-03-03,347.6,154.2
2021-03-04,211.2,83.7
2021-03-05,242.0,72.2
2021-03-06,285.6,99.03333333333335
2021-03-07,253.6,96.2
2021-03-08,308.4,126.3
2021-03-09,292.6,99.46666666666665
2021-03-10,338.0,100.6
2021-03-11,184.0,40.800000000000004
2021-03-12,263.5,66.06666666666666
2021-03-13,200.5,68.53333333333335
2021-03-14,256.0,75.66666666666667
2021-03-15,311.0,83.03333333333335
2021-03-16,364.0,85.13333333333334
2021-03-17,437.0,128.33333333333334
2021-03-18,179.0,45.75
2021-03-19,278.5,72.3
2021-03-20,330.0,105.56666666666666
2021-03-21,229.0,67.76666666666667
2021-03-22,264.0,108.93333333333334
2021-03-23,281.0,72.56666666666666
2021-03-24,159.0,59.23333333333333
2021-03-25,228.0,59.35
2021-03-26,276.0,102.45
2021-03-27,506.0,203.0
2021-03-28,267.5,76.35
2021-03-29,380.0,99.9
2021-03-30,336.5,112.0
2021-04-01,212.5,64.8
2021-04-02,233.5,82.9
2021-04-04,352.0,107.5
2021-04-05,353.5,107.0
2021-04-06,239.5,70.89999999999999
2021-04-07,138.0,46.9
2021-04-08,239.5,85.76666666666667
2021-04-09,224.0,67.95
2021-04-12,292.0,78.13333333333334
2021-04-13,253.0,66.33333333333333
2021-04-14,284.0,71.3
2021-04-15,337.0,100.3
2021-04-16,81.5,14.25
2021-04-17,174.0,55.9
2021-04-18,286.5,93.6
2021-04-19,161.5,66.25
2021-04-20,113.0,39.3
2021-04-21,145.0,42.76666666666667
2021-04-22,129.0,44.05
2021-04-23,107.75,26.45
2021-04-26,438.0,156.0
2021-04-27,431.5,109.33333333333333
2021-04-28,361.5,83.86666666666666
2021-04-29,388.0,133.0
2021-04-30,325.0,64.0
2021-05-02,,44.25
2021-05-03,,56.4
2021-05-04,206.0,62.43333333333334
2021-05-05,171.0,41.599999999999994
2021-05-07,147.5,41.25
2021-05-08,137.0,37.9
2021-05-09,133.5,33.5
2021-05-11,157.0,48.166666666666664
2021-05-12,102.5,30.066666666666663
2021-05-13,,32.0
2021-05-14,270.0,85.5
2021-05-15,137.0,19.0
2021-05-16,219.0,95.2
2021-05-17,61.95,24.566666666666663
2021-05-18,,56.0
2021-05-19,45.05,12.5
2021-05-24,188.5,71.8
2021-05-25,167.5,43.6
2021-05-27,147.5,47.75
2021-05-28,55.5,26.4
2021-05-30,250.5,86.7
2021-05-31,331.75,51.9
2021-06-01,104.95,32.8
2021-06-02,131.5,32.699999999999996
2021-06-03,106.5,37.1
2021-06-04,129.0,36.733333333333334
2021-06-05,207.0,
2021-06-06,225.5,59.25
2021-06-07,362.0,91.55
2021-06-09,186.0,32.150000000000006
2021-06-10,58.0,59.8
2021-06-11,101.05,9.52
2021-06-12,102.8,28.2
2021-06-13,89.36666666666667,25.766666666666666
2021-06-14,78.3,24.799999999999997
2021-06-15,67.325,31.0
2021-06-18,50.156,26.25
2021-06-19,45.739999999999995,21.240000000000002
2021-06-20,64.28,34.12
2021-06-21,138.78,44.24
2021-06-22,239.0,52.199999999999996
2021-06-23,150.4,56.275
2021-06-25,87.44,12.85
2021-06-26,346.5,52.95
2021-06-27,142.38,67.35000000000001
2021-06-28,243.6,77.39999999999999
2021-06-29,236.8,59.025000000000006
2021-06-30,126.2,30.580000000000002
2021-07-02,218.8,44.575
2021-07-03,116.72,46.175
2021-07-04,147.4,33.93333333333333
2021-07-05,170.8,35.95
2021-07-07,248.0,49.23333333333333
2021-07-08,122.02000000000001,38.125
2021-07-09,72.375,43.8
2021-07-11,55.3,35.6
2021-07-12,47.8,28.140000000000004
2021-07-13,70.0,46.914
2021-07-14,82.975,39.475
2021-07-15,79.35,43.3
2021-07-16,112.5,34.65
2021-07-17,66.8,24.575
2021-07-18,25.125,12.237499999999999
2021-07-19,45.7,13.956666666666669
2021-07-20,43.775,21.125
2021-07-21,73.275,20.625
2021-07-22,48.325,32.825
2021-07-23,97.96666666666665,17.755
2021-07-24,67.3,23.85
2021-08-24,105.47999999999999,27.933333333333334
2021-08-31,63.3,29.96
2021-09-01,52.18000000000001,23.96666666666667
2021-09-02,45.32,24.233333333333334
2021-09-03,52.660000000000004,28.099999999999998
2021-09-04,58.6,33.333333333333336
2021-09-05,89.62,46.550000000000004
2021-09-06,74.46000000000001,34.78333333333333
2021-09-07,59.879999999999995,20.846666666666668
2021-09-08,70.78,27.32
2021-09-09,68.44,32.333333333333336
2021-09-10,41.92,14.709999999999999
2021-09-11,60.239999999999995,24.96666666666667
2021-09-12,86.78,32.13333333333333
2021-09-13,74.8,24.316666666666666
2021-09-14,63.419999999999995,21.650000000000002
2021-09-15,71.17999999999999,19.35
2021-09-16,63.239999999999995,23.349999999999998
2021-09-17,79.22,25.400000000000002
2021-09-18,70.47999999999999,26.900000000000002
2021-09-19,77.38333333333334,29.099999999999998
2021-09-20,71.91666666666667,31.142857142857142
2021-09-21,68.17999999999999,25.400000000000002
2021-09-22,73.14999999999999,26.385714285714283
2021-09-23,74.14999999999999,25.47142857142857
2021-09-24,89.86666666666667,31.657142857142855
2021-09-25,86.75,42.228571428571435
2021-09-26,132.66666666666666,47.98571428571428
2021-09-27,116.31666666666666,52.58571428571429
2021-09-28,72.43333333333334,29.105
2021-09-29,91.36666666666667,35.028571428571425
2021-10-12,259.4,79.91428571428571
2021-10-13,222.83333333333334,65.78571428571429
2021-10-14,254.5,88.44285714285715
2021-10-15,348.3333333333333,162.14285714285714
2021-10-16,171.9333333333333,96.89999999999999
2021-10-17,41.85,15.998571428571427
2021-10-18,117.2,42.042857142857144
2021-10-19,241.16666666666666,94.8
2021-10-20,267.5,63.142857142857146
2021-10-21,202.83333333333334,53.67142857142857
2021-10-22,175.16666666666666,58.17142857142857
2021-10-23,155.83333333333334,54.87142857142857
2021-10-24,120.85000000000001,38.74285714285714
2021-10-25,188.5,61.825
2021-10-26,277.0,81.2
2021-10-27,308.3333333333333,104.2875
2021-10-28,345.1666666666667,145.0
2021-10-29,279.3333333333333,96.55
2021-10-30,338.6666666666667,129.4875
2021-10-31,290.0,133.7
2021-11-01,258.75,121.375
2021-11-02,314.5,138.7
2021-11-03,510.8333333333333,291.75
2021-11-04,836.3333333333334,520.125
2021-11-05,500.3333333333333,296.75
2021-11-06,403.8333333333333,232.0
2021-11-07,478.8333333333333,228.625
2021-11-08,447.0,235.75
2021-11-09,420.3333333333333,202.625
2021-11-10,543.3333333333334,267.75
2021-11-11,595.5,342.25
2021-11-12,450.6666666666667,223.625
2021-11-13,362.3333333333333,161.14285714285714
2021-11-14,376.6666666666667,184.42857142857142
2021-11-15,434.1666666666667,234.57142857142858
2021-11-16,373.0,196.5
2021-11-17,370.6666666666667,199.25
2021-11-18,412.0,210.375
2021-11-19,392.8333333333333,211.0
2021-11-20,360.0,177.42857142857142
2021-11-21,283.5,109.5375
2021-11-22,304.6666666666667,129.1125
2021-11-23,418.0,203.625
2021-11-24,453.0,229.25
2021-11-25,514.1666666666666,263.75
2021-11-26,434.6666666666667,239.5
2021-11-27,481.8333333333333,256.375
2021-11-28,369.6666666666667,175.625
2021-11-29,293.3,144.5125
2021-11-30,396.8333333333333,212.125
2021-12-01,428.6666666666667,207.875
2021-12-02,345.8333333333333,162.375
2021-12-03,332.3333333333333,168.375
2021-12-04,316.5,155.85714285714286
2021-12-05,272.5,124.0125
2021-12-06,239.83333333333334,89.7
2021-12-07,256.8333333333333,93.7125
2021-12-08,325.0,134.6125
2021-12-09,278.1666666666667,127.3
2021-12-10,226.66666666666666,99.5125
2021-12-11,244.16666666666666,126.6875
2021-12-12,342.0,184.0
2021-12-13,377.1666666666667,216.375
