date,pm10_avg,pm25_avg
2016-03-27,,160.26666666666668
2016-03-28,105.0,70.03333333333333
2016-03-29,263.0,179.65
2016-03-30,145.0,63.300000000000004
2016-03-31,,67.4
2016-04-01,,51.2
2016-04-02,,120.0
2016-04-03,407.0,137.43333333333334
2016-04-04,,54.699999999999996
2016-04-05,,48.5
2016-04-06,392.0,69.2
2016-04-07,252.0,45.85
2016-04-08,199.0,65.53333333333333
2016-04-09,133.0,47.8
2016-04-10,246.0,45.575
2016-04-11,225.5,41.05
2016-04-12,258.0,62.475
2016-04-13,242.0,61.65
2016-04-14,320.5,99.63333333333333
2016-04-15,,87.3
2016-04-16,,57.95
2016-04-17,314.5,59.93333333333334
2016-04-18,362.5,98.0
2016-04-19,350.5,103.825
2016-04-20,311.0,81.325
2016-04-21,187.0,89.15
2016-04-22,109.0,70.725
2016-04-23,222.5,99.075
2016-04-24,339.0,91.05
2016-04-25,431.5,93.375
2016-04-26,564.0,111.075
2016-04-27,582.5,150.55
2016-04-28,437.5,200.75
2016-04-29,,235.5
2016-04-30,,154.5
2016-05-01,,126.2
2016-05-02,,123.45
2016-05-03,345.5,96.625
2016-05-04,221.0,75.8
2016-05-05,201.35,46.7
2016-05-06,273.0,65.25
2016-05-07,265.0,82.0
2016-05-08,209.0,70.375
2016-05-09,205.0,62.375
2016-05-10,144.6,49.825
2016-05-11,293.0,78.175
2016-05-12,344.0,73.475
2016-05-13,480.0,77.89999999999999
2016-05-14,952.0,94.15
2016-05-15,304.0,60.875
2016-05-16,295.0,132.95
2016-05-17,340.5,158.675
2016-05-18,257.0,79.15
2016-05-19,224.5,60.2
2016-05-20,317.0,56.625
2016-05-21,156.0,58.425
2016-05-22,155.0,71.425
2016-05-23,122.0,44.65
2016-05-24,275.0,83.1
2016-05-25,449.0,85.475
2016-05-26,508.0,165.175
2016-05-27,434.0,103.275
2016-05-28,,16.34
2016-05-29,113.0,38.555
2016-05-30,462.5,46.575
2016-05-31,400.0,48.725
2016-06-01,426.0,56.55
2016-06-02,,85.1
2016-06-03,,76.4
2016-06-04,241.5,60.125
2016-06-05,253.5,60.1
2016-06-06,221.5,57.675
2016-06-07,171.0,51.6
2016-06-08,217.0,69.125
2016-06-09,305.0,68.55
2016-06-10,325.5,44.475
2016-06-11,429.5,48.0
2016-06-12,431.0,77.025
2016-06-13,270.0,35.225
2016-06-14,381.0,81.925
2016-06-15,125.75,43.75
2016-06-16,147.65,42.5
2016-06-17,150.5,50.025
2016-06-18,104.25,52.5
2016-06-19,78.3,46.675
2016-06-20,70.25,49.849999999999994
2016-06-21,134.35,34.300000000000004
2016-06-22,139.65,32.9
2016-06-23,512.0,72.63333333333334
2016-06-24,197.0,57.06666666666666
2016-06-25,125.0,47.23333333333333
2016-06-26,109.5,56.9
2016-06-27,137.25,39.56666666666666
2016-06-28,81.45,30.166666666666668
2016-06-29,127.45,32.166666666666664
2016-06-30,125.3,58.333333333333336
2016-07-01,129.65,28.049999999999997
2016-07-02,117.65,42.4
2016-07-03,84.8,30.3
2016-07-04,228.8,93.93333333333334
2016-07-05,179.0,321.1333333333333
2016-07-06,94.05,494.09999999999997
2016-07-07,121.0,35.233333333333334
2016-07-08,110.65,142.66666666666666
2016-07-09,112.75,39.93333333333334
2016-07-10,83.3,64.33333333333333
2016-07-11,69.15,26.400000000000002
2016-07-12,82.95,37.8
2016-07-13,,55.26666666666667
2016-07-14,,31.35
2016-07-15,31.5,20.933333333333334
2016-07-16,,24.15
2016-07-17,125.5,45.53333333333333
2016-07-18,375.5,30.175
2016-07-19,374.0,45.4
2016-07-20,325.0,74.5
2016-07-21,221.5,46.125
2016-07-22,112.5,40.766666666666666
2016-07-23,,53.8
2016-07-24,229.5,50.05
2016-07-25,125.6,49.7
2016-07-26,155.0,30.5
2016-07-27,87.6,31.86666666666667
2016-07-28,95.0,46.43333333333334
2016-07-29,74.4,27.833333333333332
2016-07-30,76.1,36.06666666666666
2016-07-31,75.2,27.966666666666665
2016-08-01,70.4,27.1
2016-08-02,130.0,22.2
2016-08-03,162.0,31.733333333333334
2016-08-04,125.0,26.8
2016-08-05,127.0,30.0
2016-08-06,118.0,26.0
2016-08-07,157.0,28.46666666666667
2016-08-08,98.0,26.5
2016-08-09,60.6,25.5
2016-08-10,27.3,20.266666666666666
2016-08-11,103.0,71.23333333333333
2016-08-12,177.0,33.300000000000004
2016-08-13,138.0,28.933333333333334
2016-08-14,444.0,33.5
2016-08-15,545.0,30.633333333333336
2016-08-16,427.0,48.800000000000004
2016-08-17,264.0,45.23333333333333
2016-08-18,255.0,47.666666666666664
2016-08-19,142.0,31.366666666666664
2016-08-20,117.0,15.3
2016-08-21,150.0,18.599999999999998
2016-08-22,159.0,30.5
2016-08-23,172.0,30.566666666666663
2016-08-24,,28.85
2016-08-25,,43.25
2016-08-26,,32.7
2016-08-27,,40.0
2016-08-28,330.0,90.65
2016-08-29,126.0,28.099999999999998
2016-08-30,59.0,20.5
2016-08-31,73.7,20.400000000000002
2016-09-01,219.0,193.13333333333333
2016-09-02,499.0,720.8
2016-09-03,598.0,25.35
2016-09-04,543.0,23.599999999999998
2016-09-05,555.0,26.0
2016-09-06,524.0,28.9
2016-09-07,531.0,33.8
2016-09-08,518.0,33.1
2016-09-09,431.0,26.900000000000002
2016-09-10,357.0,26.733333333333334
2016-09-11,354.0,26.03333333333333
2016-09-12,368.0,41.800000000000004
2016-09-13,205.0,34.0
2016-09-14,372.0,70.06666666666666
2016-09-15,375.0,45.75
2016-09-16,423.0,69.5
2016-09-17,283.0,71.3
2016-09-18,285.0,89.43333333333334
2016-09-19,595.0,133.66666666666666
2016-09-20,332.0,82.60000000000001
2016-09-21,101.0,32.96666666666667
2016-09-22,225.0,44.06666666666666
2016-09-23,170.0,50.23333333333333
2016-09-24,154.0,70.16666666666667
2016-09-25,291.0,69.56666666666666
2016-09-26,195.0,46.199999999999996
2016-09-27,,118.3
2016-09-28,247.5,83.55
2016-09-29,185.5,68.9
2016-09-30,245.5,107.875
2016-10-01,236.5,58.45
2016-10-02,256.5,90.6
2016-10-03,302.5,124.0
2016-10-04,155.75,63.53333333333333
2016-10-05,254.5,94.425
2016-10-06,294.0,94.7
2016-10-07,370.0,84.525
2016-10-08,392.0,101.3
2016-10-09,395.5,84.625
2016-10-10,389.5,92.125
2016-10-11,376.0,134.975
2016-10-12,368.0,62.55
2016-10-13,388.5,59.1
2016-10-14,425.5,95.275
2016-10-15,409.0,81.525
2016-10-16,445.0,99.225
2016-10-17,447.0,99.55
2016-10-18,409.5,84.025
2016-10-19,433.5,84.225
2016-10-20,402.5,59.06666666666666
2016-10-21,420.5,71.45
